Date	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
2015-12-24	43104.75	40529.5	39789.5	39620	40765.25	43732.5	50602	55095.5	58206.5	59661	61121	62279.25	61685.75	60436.25	59427	58419	58224.75	59175	57340.5	55976.5	53641.25	51540.75	48889.5	45257.25
2015-12-25	40542.75	38128	36914.5	36608.5	36800.5	36973.75	38333.25	41020	44166.25	46755	49081.25	51063.5	50758.5	48328.75	46837	45998.5	46798.25	49488.75	49865.75	49097.5	46905.75	44958.75	43958.25	41272.75
2015-12-26	38123.75	36045.5	34966.5	34685.75	34627.5	34410	33674	35499.75	38778.25	41931.5	44300.5	46791.25	46895.25	44895.5	43618.75	43138	44751.25	48594.5	49644	48948	46720.5	45206.5	44666.5	41740.75
2015-12-27	38635.5	36612.25	35676.25	35294.75	35447.75	35530	34868.5	37482.25	41472	45031.25	46441	48409.75	48995.25	46810.25	45314.75	44966.25	46558.25	51586.25	52107	51639.25	49326.25	46085.25	46948.5	43378.75
2015-12-28	39727.75	37941	37405	37907.5	39365.25	42477.75	49130.25	55078.75	58544.25	60378.75	59231.5	59890.25	62054	60320.75	58495.25	58265.75	58631.5	61960	60258.75	59464.25	56908.75	53934.5	50394.75	45310.75
2015-12-29	43428	41203.5	40388.75	40806	41816	44196.75	49374.5	55904.5	59094.5	59730	59752.5	60691.5	61658.75	60102.75	58996.75	57828.25	58719	63313	61156.75	59596	56176	53254.5	50449.25	46173.5
2015-12-30	41674.25	39553.25	39094	39565.75	40741.5	42562.5	45794.5	50400	53012.75	54617	55823.5	56868.75	56819.5	55936.75	54892.5	54096.25	55026.5	57979.25	57336	56408.25	52612.25	49907.5	47482	43357
2015-12-31	38942.75	36328.5	35075	34993	35440	36173	37815.25	41224.25	44354.25	47236	49336.5	50658.75	50406	48805.75	47751.5	46596.5	48071.75	50073.5	49317.5	47709.5	45457	44153	43294.25	40318
2016-01-01	40128.75	38162.5	36769	36452.5	36577.75	37173	38645	41436	43562.25	45413.5	47467	49735.5	49661.25	48274.25	46918.25	46270	47815.25	50810.75	51360.75	49848.5	46697.5	44839.75	46156.75	43415
2016-01-02	39997.25	38854.25	37760.5	37253.5	36994.25	36772.75	36438	38901.75	41733.5	44742.75	46773.25	48570.5	48438.75	46886	45281.75	45050	46735.25	50844.5	51807.75	50652.5	47480	45322.75	45356.5	42905.75
2016-01-03	39183.25	37522	36390.75	35795.75	35653.5	35020.25	33741.25	35640	38070.75	41259.25	43857	46006.5	46086	44358.5	43238.25	42755	44245.5	48103	48838.75	48490.75	46338.5	45057	45099.5	42579.5
2016-01-04	39637.75	38415.75	37597.75	37503	38184.75	40040.5	44283	49209.75	51995.5	53262	54323.5	55414.25	55581.25	55420.5	54695.75	54602	55000.75	57666.5	57505.75	56355	53095.5	51207.5	49541.5	46129.25
2016-01-05	45161.75	43624.5	42957.25	43102	43697.75	45673	50388	53782	55515.5	56398.25	57319.5	58344.5	58364.25	57514	56844	55957.75	56929.75	60355.25	59878	58480.25	55393.75	53431.25	51335.5	48179.5
2016-01-06	46292.75	44592.25	43631.5	43656.5	44323	46025	49640.75	53921.5	56043.75	56882.25	57940.75	59290.25	59383.75	58415	57397.75	56585.75	57555.25	60687.75	60838.25	60139.5	57016	54642.5	52791	49726.5
2016-01-07	48334.25	46368.25	45746.5	45477.25	45715.25	47144.75	51123.25	56124	58904.25	59517.75	60248.25	61582.25	61649.5	60815.25	59630.75	58608	59363	62492	62372.5	61607.25	58047.75	55561.75	53666.75	50357.75
2016-01-08	47578.5	45901.75	45418.75	45529	46135	48272.5	53389.75	57250.25	59180.75	60095	60993.75	61817.5	61632.5	60822.5	59716.75	58625.75	59056	62037.75	61797.25	60847.5	57551.5	54977.25	52956.75	49643.25
2016-01-09	49120.75	47162	45991	45728.5	45487.75	45371.25	46293.5	49118.75	51774	53867.5	55209.75	56394.5	56151.5	54974	53554.25	53016.5	54094	57224.25	57281.25	56253	53452.25	51767.25	50689	48067
2016-01-10	45307.25	43642	42700.25	42422.75	42378.75	42150.75	42070.75	43893.25	45792.5	48109.5	50064.25	52063.25	52233.5	50745	49531.5	49119.25	50177.5	53844.5	54834.25	54350.25	52492	51122.5	50568.25	47684
2016-01-11	46126	44866.75	44378.5	44640.75	45615.5	48239.75	54660.25	59704.5	61786	62593.5	63655.5	65063.75	64720.75	64018.75	62623.25	62062.5	62527.5	65390	65437.5	64074	60027.75	56623.25	53708	49576
2016-01-12	47446.25	45513.25	44679	44822.5	45723.5	48375	55141	60332.25	62702.5	63272.5	64176.75	65488.75	65084	64186.25	62994.25	62155.25	62924.75	66127.75	66285.25	64775.5	60611.25	57672	55021	51229.5
2016-01-13	46687.75	44811.5	43860.5	43988.25	44950	47531	53723	60008.75	63407.75	63400.25	64125	65786.5	65726.75	65146.5	63661.5	63206.75	63857.5	66560.5	66832.75	65557.25	61358	58326	55726.75	51568.75
2016-01-14	48015.25	46249.75	45310.25	45585	46578	49081.75	55872.25	62461.75	65687	65952.5	66596.5	67677.75	67492.25	66932.75	65518.5	64598.75	64955.25	68305	68531	67163.75	62700	59229	57029.25	53206.75
2016-01-15	49304.5	47434	46692.25	46933.75	47972.5	50560	57692.25	63661	66457.75	65904.5	66213.25	67168	66810.5	65565.75	64140.75	63747.5	64898.5	67941.25	68025.25	66864.5	62532.25	59050	56984	53178.5
2016-01-16	49817	47695.25	46364	46310.75	46730.25	47306.75	49557	53217.75	55801	57428.5	58441.5	59198.75	58819	57748.5	56482.25	55826	56485	60318	60832.25	59781.75	56324.75	53983.75	52870.25	50049
2016-01-17	46636	44602.5	43540	43474.25	43609	43794	44847.75	47937.75	50443	52960	54928	56486	56345	54525.5	53398.25	52875.75	53644	57523	58599.75	57970.25	55357.5	53500	52789.5	49587.25
2016-01-18	46780.75	45054	44357.5	44819.5	46212.25	49533.25	57989	63056.75	65128.5	65888.75	66834.75	68002	67523	66532.25	65492.5	64932.25	65245.25	68004	68245	67150.25	62612.25	59247.5	56437	52222.5
2016-01-19	50426.75	48448.25	47718.5	47798.5	48653.25	50395.25	56718	61941.75	64540	64962	66017	67781	67143	66009	64827.75	63884	64594.5	67751.75	68178.5	66771.5	62291.25	59558	57160.75	53200.75
2016-01-20	51624.25	49516.25	48721.25	48651.5	49231.5	51128.5	56618.25	64005	68389	68667.5	69069	69942	69540	68989	67540.25	67028.25	66989.25	70330.25	70541.5	69528	65259.5	62006.5	59719.75	56103.25
2016-01-21	52133.5	50043.75	49176.25	49359	49967.5	52757	60331.25	67573.75	69470.25	69417.25	69806.25	70533.25	69821	69021.5	68083	67094.5	66951.25	70587.25	70734.5	69364	64805.5	61516.75	59333.25	55778.25
2016-01-22	53886	51649.75	50831.25	50722.75	51270.75	54062.25	61292.5	68208.25	70600.5	70697.25	71548.25	72281.25	71877.5	70592.5	68861	67644.5	67493.5	70369	70042.5	68903.5	64236.75	61064.25	59101.75	55509.5
2016-01-23	53251.25	50691.25	49386.5	49022	49147.75	49495.5	50922.25	54656	57308.75	59530.25	61566	61837.75	61150.25	59734.5	58052.5	57169.5	57946	61093.5	62217.75	61180.5	57253.25	55125	54443	51687.5
2016-01-24	47192	45201.25	44263.25	44324.5	44609.5	45022.25	45643.5	48431.5	51072	54023	56219.75	57616.25	56857.25	54728.5	53042.75	52214.5	53233.75	57970	59548.75	59256.25	56668.75	55000.75	54765.5	51848
2016-01-25	49620	47942	47202.25	47586.5	48718	52079	60599	66123.5	67463	68399.5	69681	70637.25	70000.5	68812.5	67145	66310.25	66282.75	69514	69309.25	68388	64435.25	61142	58630.25	55166.25
2016-01-26	53114.5	50903	49638	49621	50174.75	52259.25	58432.75	64230.25	66545.75	67397	68630	69904.75	69142.25	68159.75	66627.5	65499.5	65541.25	69070	69793	68417.75	64034.75	61009.5	58886	55271.75
2016-01-27	50703.5	48638	47716.75	47958.5	49077.5	51343.5	57530.5	65233.25	69856	70003.5	71134.5	72151	71940.25	71107.5	69122	67899	67113.5	70330.75	70951.75	69901.5	65246.25	61835	58772.25	54196
2016-01-28	49979.75	48243.25	47237	47657.5	48800	52033.25	60191.75	66839.5	69066.25	69032.5	69824.5	70447.5	69793.5	69252	67550.5	66140.5	65901.5	69697.25	70372.75	69445.25	64783.75	61280.25	58391.75	53922.25
2016-01-29	52164.5	50124.25	49449.75	49781.5	50748.75	53514	60609.5	68107.5	70906.5	71294.5	72083.75	72724.25	71844	69996.5	68465.25	67354.25	67297.75	69728	70488.75	69148	64731	61313	58840.5	54678
2016-01-30	52003.25	49911	48487.75	48627	49239.25	49668.5	51025.25	55299.5	59138.75	61511.5	62800.5	63396.25	63259.75	61528.75	59551.5	58635.25	58782.25	61897.75	62755.75	61096.75	57865.25	55720	54348.75	51026.5
2016-01-31	46799.75	44800.25	43853.25	43883.5	44306	44829.5	45315.5	48434.75	50965	53436.5	55524.5	57679	57525.75	55286.5	53608.75	52842.25	54254.5	58466.25	60334.5	59623.5	56333.25	54359.5	53104.5	49737.5
2016-02-01	48257.25	46505.75	46052.75	46421.75	47659.75	51269.25	59354	65141.5	67073	67896.5	69078.75	70334.75	70046.25	68987.25	67038.25	66133.75	65560.5	68108.5	69585.5	68154.25	63717.25	60463.25	57330.25	52687.5
2016-02-02	48984.75	46653.25	45720.25	46071.25	47129.25	50301.5	57609	62449	64316.75	64999	66378.25	67955.75	67548.25	66101.25	64468.75	62851.5	62405.25	65553.5	66866.75	65171	61071.5	58320	55907.75	51534.75
2016-02-03	49169	47071.25	46375.75	46761.75	47698.25	50045.25	56346.75	64063.5	67864.25	68280.75	69163	70322.25	69818.25	69249.75	67671.5	66670	66148	68485.5	69845.75	68429.75	64242	61178.75	58229.5	53257.25
2016-02-04	49489.75	47666.75	46672.75	46945.75	48231.25	51402.5	59273.5	66173.75	68499.25	68747	70002.25	71621.75	70973.75	70085.75	68910	67515.5	66756.25	68864.5	70345.5	68389.75	64381	61033.75	58290.75	53887
2016-02-05	50178	48060.5	47182.75	47461.5	48643.75	51943	59237	66388.25	68837.25	69214.25	69847	70525.25	69808.5	68795.75	67126	66192.25	65483.25	67487.25	68981.75	67092.75	63170	59971.25	57486.5	53364
2016-02-06	49675.75	48213.75	47240.5	47436	47953.75	48932	50593.25	53908.75	56871.5	59330	60924.25	62470	61791.75	59821	57836.25	57522.25	57584.5	60495.25	61923	59972	56511.5	54320.25	52732.25	49462.25
2016-02-07	46106.75	44488	43510.25	43590	43973.5	44622.75	45523.5	47912.75	50460	53349.75	55628.75	57834.25	57535.5	55834.25	54673.5	54160.25	54179	57129.5	59045	57913.5	55201.25	53055.25	52070.5	48569.5
2016-02-08	46704.25	44937.5	44435	45050.5	46698.75	50404.75	58808.75	64190	65690.25	66839.75	67897.5	69560.25	68982	67556.5	65782.5	65151.75	64194.75	66557.5	68698.5	66794.5	62702	59531.75	56720.75	51893.25
2016-02-09	49450.25	47540.5	46540.75	46914.5	47977.75	50015.75	56884.5	62282.75	64475.25	65511	66911.25	68475.5	67485.75	66072.25	64334.75	63541.25	63033.75	65411.5	67455.25	65983.5	62003	59137	56563	51798.5
2016-02-10	48922.75	47018.25	46163	46608.75	47830.5	50253	55862.25	63634.25	68021.5	68945.25	70149.75	71036	70341.25	69553.25	68805	67300.75	66278.75	67972.5	70192	68802.75	64632.5	61211.5	58302.25	54019.25
2016-02-11	49668.25	47624.75	46807	47506.5	48840	51660.5	59118	66302.25	68306	68540.25	69820.5	71345	70339.25	65550.25	67841.5	66651.75	65444	67526.75	69407	67599.75	63661.5	60294	57729.5	53786.25
2016-02-12	50170	48315.5	47400.5	47766.5	48911.25	51776.75	59082.5	65124.75	67575.25	67708.75	68172.5	68837	68481.5	67461.25	66224.75	65034.5	64153	66131.5	67781.5	65787.25	62072	58575.75	56282.5	52265.5
2016-02-13	47884	45931	44854.75	45109.75	45717.75	46187.5	47435.5	50003.5	52819.25	55489.5	56707	57487	56851.25	55037.25	53319.75	52624.5	52840.5	56167.25	58658	56917.25	53595	51538	50568	47644.75
2016-02-14	44465	42669.25	41591	41639.75	42263.25	42498	42945	44411.25	46749.5	49258	51058.25	52666	53118	51075	49622.5	49150.5	49673.5	52921.25	55609.25	54979	52654.5	50896	50717	47579.5
2016-02-15	45010.75	43474.5	42766.5	43306.5	44912.25	47505.5	54101.5	58156.25	59342	60869	61977.5	63275.75	62396.25	61889.25	60964.5	60105.25	59912.25	61924	63752.75	62175.5	58405.75	55799.5	53690	49706.5
2016-02-16	48070.5	45918.25	44985.5	45158.25	46085	47779.25	52758	56437.5	58351	60020.25	61695.75	63180.25	62291.25	61120.25	59698.25	58968.25	58976.25	61644	63695	61847.75	58393.75	55844.5	54230.75	50666
2016-02-17	48854.75	46964	45951.75	45963.25	46839.25	48987.5	54687	61836	66119.5	66592.5	67628.75	68573.25	68354.75	67625.25	66447.5	65630.5	64591.75	66086.75	68241.25	67253.75	63310.75	60132.5	57360.25	53115.5
2016-02-18	49212.25	47274	46506.25	46824	47840	50646.5	58071.25	64076.5	66406	66811.25	68342	69305.25	68167.75	66904.25	65704.5	64936.75	63877.5	65431.75	68267.75	67270.75	63657	60246	57524.25	53484
2016-02-19	50132.75	48206	47463.5	47651.5	48611.5	51172.75	58381	64247.5	66990.75	66976	68005.5	68845.25	67856.25	66708.25	65502.25	64713.25	63969	65290.75	67704.25	66663.25	62474.25	58978.75	56544.25	52446.25
2016-02-20	50163.75	48139	47014	46929.5	47274.5	48109	50133	53407.5	56571.5	58935	60062	60923.5	60637	59201.5	57479	56413.5	56258.5	58723.75	61170	60127.75	56651.25	53938.75	52676.25	49439.25
2016-02-21	45958.75	43980.25	42914.5	43002.75	43549.25	44272.25	45544.25	48089.75	50394	53132.75	55464.75	57157.25	57128.5	55524.75	54244.25	53321.25	53166	55798.75	58735.25	58565.25	55849.5	53761.5	52865.25	49524.75
2016-02-22	46142	44550.75	44006.5	44537	46003	49676.25	58135	62951.5	64203.75	65879.25	67538.75	69004.5	68528	67666.25	66305.5	65147	63970	65248.5	67372.5	66486.75	62423.5	58744.25	55794	51364.75
2016-02-23	47624.75	45811.75	45280.75	45565.5	46341.5	48813	55865.5	61197	63674	64759.5	66368.75	68081.25	67296.25	66410.75	64852	63572	62470.75	64003.5	66527.75	65762.25	61831	58654	55738.75	51638
2016-02-24	48902	46967.75	45874	45736.25	47001.25	49417	55663	62740.75	67148.5	67740	68778	69442.75	68670.5	68180	66676	65800.5	64870	66063.25	68393.5	67809.75	63554.75	60362	57903	53288
2016-02-25	50088.5	48216.5	47297.75	47486	48468.5	51207.25	58796.5	64439.5	66688	66715	67511	68684.5	68052	67059.25	65541.75	64462.25	63801.75	65461	68095.75	67976.5	63694.5	59993.75	57449.75	53027.5
2016-02-26	50035.25	48144.75	47402	47525.5	48413	51188	58513.25	63950.5	66114.25	66720.25	67401.75	67994	67101.5	66330.75	64839.75	63558.25	62772.5	64253.5	66418.5	65935	61869.75	58396.5	56104.75	51978.5
2016-02-27	49231.5	47155	46155.75	46053.75	46318.75	47035.75	48893.25	51940.5	54938.25	57928	59521.25	60428.5	59788.75	58019	56245.5	55535.5	55476	57468.5	59771.5	58858.5	55400.75	52960.25	51895.75	48361
2016-02-28	45635.75	43751	42747	42584.75	42566.75	42556	42872.5	44617.75	47451.75	50774.25	52988.25	55198.75	54661.25	52638.25	51092.5	50669.25	50646	53122.25	56532.5	56597.75	53732.5	51994.75	51902	48089
2016-02-29	45997	44320.25	43875.5	44357	45878.75	49276.75	57568.5	63255.5	65462.25	66202	67622	68879.25	67895.75	66963.75	65860	64261.5	61980.5	61491	64328.25	64407.5	61699	59659.25	56790.75	51964
2016-03-01	49784.5	47574	46854	47281.75	48414.5	51200.5	58687.5	64157	66352.5	67082.5	68453.5	69190.75	68435	67813.75	66660.75	65725.75	64825.75	65669.5	67967.5	67266.75	63124.75	59977.5	57390.5	52954.5
2016-03-02	50433.5	48453.25	47522.5	47559.25	48552.75	51595.5	59024	64346.75	66688.25	67062.75	67949.75	68358	67612.25	67238.75	65865.75	65153.5	64343.25	65545.75	68259.75	68073	63961.25	60540.5	57964.75	53586.5
2016-03-03	50065.75	48032.25	47232.75	47488.25	48546.5	51632.5	59419	64820.25	66921	67388.75	68401.75	69352.5	68661.5	67995	66521.5	65376.5	64759.25	65884.75	68269.75	68455	64076.75	60289.25	57606.75	53394.75
2016-03-04	49973	48045.25	47239	47355.5	48368.75	51258.5	58637.75	63812.5	66401.75	66875.75	67882.75	68432.5	67388.75	66020.25	64403.5	63537.25	62735.25	64179.25	66308.25	66133.5	61943	58197.5	56032.75	51702
2016-03-05	47954.5	45957.75	44950.25	44872.5	44922.5	45140.75	46222	48849	52018.75	54599.5	56108.25	56868	55976.5	54400.75	52575.75	51969	52007.5	53638.25	56909.5	57063	53393.75	50835.75	49850	46391.25
2016-03-06	43170.5	41217.25	40214.25	39901	40161.5	40285.75	40497.25	41976.75	45054.5	48261.5	50504.25	52691.25	52292.5	50361.75	48522.5	48290	48691	50446.75	53750.5	54675.25	52086.25	50280.25	49919.5	46391
2016-03-07	44257	42610.25	41979.75	42449.75	44056.25	47754.5	56297.5	62212.5	64925	65767.25	66932.5	67893.75	67404.75	66823	65419.5	64519.25	62273.25	61758.5	63866.5	64533	61735.5	59334.25	56034	51085.75
2016-03-08	49619.5	47836.25	46900.75	47103.75	48081	51070.5	58436	63559.25	65923	66181	67028.5	67496.75	66996	66508.25	65260.25	64320	63451.75	64551.75	67203	67452.25	63179.75	59708	57012	52818.5
2016-03-09	49794.25	47770	46915	47173	48475.75	51630.5	58779	63655.5	65703	66374	67203.5	67933.75	67345.5	66903.25	65611.75	64936.5	63851.75	64373.5	66432.75	66907.5	62848	59832.25	56928.25	52173.5
2016-03-10	49508.25	47590.25	46743.25	47180.75	48484.5	51475.5	58571.5	63916.75	66041.75	66312.25	67100.5	68133.75	67232	66634	65808.5	64562.75	63548.5	64635.75	66813.25	67323.5	62966.75	59488.75	56927.75	52618.75
2016-03-11	49976.25	48051.5	47399	47716.5	48883.5	51923.25	58942.75	63807.25	65805	66125.75	66840	67216	66143.75	65298.75	63850.25	62917.25	62182.25	63421.5	64953.5	65840.5	61743	58156.5	55933.75	51542
2016-03-12	47998.75	45851.5	44558	44521.25	44878.5	45237.75	46722.25	49500	52840	55551.75	57172.75	57727.5	57052	55584.25	53769.75	53450.25	53308.5	54509.5	56540.25	56999.25	53846.75	51331	50217	46583.75
2016-03-13	43866.25	41899.5	40791.25	40695	41029.75	40989.75	40961	43074	46408.75	49534.5	51449.5	53380	53256.25	51600	49923.25	49653	49771.5	51243.75	54585	56057.25	53497	51390.75	51150.25	47648.75
2016-03-14	45305	43767.5	43204.25	43727.75	45363.5	49189.25	57157.25	62698.25	65210.25	65697	66677.5	67800.25	66968.25	66167.75	64699.25	63412.75	62795.5	64024.25	66435	67615	63639.5	59957.5	56986.5	52709
2016-03-15	49657.25	47629.5	46858.5	47258	48364.25	51592.75	58698.5	63918.25	66532.25	67184.25	68128	69002	68404.75	67711.75	66386	65159.5	63741.5	64457.25	66567.5	67632	63513	60092.75	57018.75	52633
2016-03-16	49654	47745.25	47101	47522.5	48780.75	51921.5	58802	63564.5	65610.75	65951	66842	67517	66772.25	66052.25	64713.25	63711.75	62628.25	63361	65254.25	66778.5	63153.25	60005.25	57125	52248.5
2016-03-17	49923.5	47922.5	47079.75	47375	48521.25	51689.5	58640.75	63831.75	65975.5	66934	67841.25	68361.25	67732.25	66739.25	65102.75	63781.75	62975.5	63942	65709.25	66949.75	63044.5	59644.5	57053	52447.5
2016-03-18	49191.5	47239.25	46761.75	47110.5	48244.75	51466.75	58192.25	63283.75	65516	65725.75	66547.5	67226.75	66450.25	65209.25	63840.5	62850	61809.25	62592.5	63911.25	65321	61471.5	57941.25	55667	51342.5
2016-03-19	47634.25	45361	44235.25	44408.75	44660	45316	46640.75	49106.5	52306.25	55028	56490.5	57291	56573	55036	53337.25	52676.75	52627.25	53836.5	55706	56372.75	53134.75	50717.75	49386	45749.25
2016-03-20	42848.75	40769.25	39695.5	39636.25	39927.75	39782.75	39566.5	41700.75	45386.75	48927.25	51078.75	52948	52419.5	50332.25	48838	48370.25	48358.25	50022	53047	54635	52202.75	50397.25	50072.25	46367
2016-03-21	44282.75	42613.5	42002.5	42645.75	44399.5	48352	56363.75	61756.5	64241.75	64641	65985	67061.5	66151.25	65376.75	63830.75	62426.25	61653.75	62542.5	64340.75	66086	62529	58758.5	55652.75	51003.75
2016-03-22	48029	46246.75	45618.25	45979.25	47221.5	50261.25	56835.75	62679.75	65227.25	65624.5	66643.75	67392	66399.25	65521.5	64353.75	63073.25	62025.75	62696	64190.25	65916.5	62115.25	58971.5	55830	51123.75
2016-03-23	47397.75	45584.25	44872	45362	46648.25	49349	54992.75	59666	62397	63339.5	64399.25	65247.5	64861	63966.25	62524.5	61458.75	60538	60852	62233	63664	59894	56730.25	54035	49139.25
2016-03-24	46784.5	44851.5	44221.25	44715	45784.25	48839.5	55277.25	60265.25	62961.25	63974	64949.5	65932.75	65108	64114.5	62637.25	61214.75	60189.75	60772.25	61843.25	63499.75	59438	56118.5	53428	49276.25
2016-03-25	43468.25	41129.5	40389	40477.25	40803.5	40922.75	40962.25	42841.25	46282.5	49334.75	51298.75	53281	52343	50074.25	48530.5	47459.75	46998.5	47507.25	49207.25	50963.75	49918.25	48790.75	47538	44263.75
2016-03-26	41815.75	40317	39166.25	39007.25	39300.25	40078	40367.5	42248.5	46698.75	49832.5	51508.25	52840.25	51698.25	49693.25	48087.5	47469.75	47686.25	49034.25	51204.75	53071	50261.25	47724	47146.5	43846.25
2016-03-27	39891.25	37931.5	36872.75	37300.5	37298.5	37174.75	38682.75	41985.25	45106	47347	49623.5	48925.25	47153.5	45376.25	44863.75	44866.75	45269.25	46926.75	47347.5	46884.75	46638.75	45506.25	42407	38945
2016-03-28	37170.75	36442.5	36602.5	37173.75	37735.5	38951.5	40971.25	44008.75	47442.25	49786	50172	49902.5	47935.75	46696.75	45543	45313	46295.5	47328	48585.25	48729.25	47038.25	45657.25	43780	42208.75
2016-03-29	41100	40638.75	41247.5	43024.25	47075.25	54140.25	59139	62782.75	63565	64822.75	66025	65554.75	64420.75	63223.75	62303	61109.5	60796.5	61473	62229.25	59428	56681.25	53426	49074	44478.5
2016-03-30	42389.25	41495.75	41747.75	42856.5	45876.75	52645	58184.5	61292.25	62232.5	63305.25	64586.75	64235.5	63482	61878.25	61035	59985.5	59620.75	60207.25	60732.5	58510.75	55834	52040.25	47398.75	45410.5
2016-03-31	43444	42634.5	42709.5	43896.75	46706	53100	58125.25	60811.5	61999.5	63554	64904.5	64427.25	62880	61568.5	60286.25	59215.25	59192.75	59459	60033	58674.5	55336.75	52258.75	48304.25	45068.75
2016-04-01	43103.5	42097.5	42292.25	43193.75	46324	52886.25	57902	60846.25	61721	62964.75	64173.75	63448.75	62051.5	60130	59081.25	58025.5	57958.5	58024.25	58627	57099.5	53867.5	50842	46747.75	42262
2016-04-02	40090	38936.25	38843	39128	39792.25	41329.25	44140.75	47566	50490.75	52205.5	53968.25	52827.25	50826.75	48711.25	48169.25	48018.5	48542.5	49647.75	50987.75	49758	47681.25	46099.25	42650.25	40355.5
2016-04-03	38420.75	37461.75	37308.25	37624.25	38007.75	38653	40337.5	43504	46786.75	49258.75	51199.25	50793.5	48497.75	46274	45784.75	45098.75	46055.25	47386.75	49022	49103	47391.5	46470.75	42877.5	41838.25
2016-04-04	40167	39484	39855.75	41471	45307.25	53066.5	58566.25	61841.75	63110	64665.5	66944.25	65553	65170	62989.75	62475	60321.75	60351.5	60545.5	60380.75	59303	56572.5	52229.75	47904.5	45873
2016-04-05	43721	42729.25	43010	43987	47022.25	54385.25	59095.25	62312.75	63262.5	64493	66092.5	65621	64356.5	63234.75	62043	61090	61176.25	61048.75	61156.75	59281	56615.25	52975.5	48684	45110.75
2016-04-06	43168.75	42122.75	42325	43549	46826.25	53644.5	59183.25	62395.75	63321.75	64262	65068	64575.25	63822	61669.75	61555.75	60532.25	59837.25	59985.25	60083.5	59201.75	56320	52650.5	48122	45296
2016-04-07	43539	42491	42909	44001.75	47020.25	54027.5	59389.25	62301.75	63150.25	64657	65369	64738.75	63729.5	62209.5	61625.5	60548.5	60208	60581	60571.5	59587.25	56288.5	52400.5	48150	44674.25
2016-04-08	42935	42200.75	42552.75	43757.25	46852.5	54203.5	59038.5	61542.75	62342.5	63359.75	64319.75	64000.75	62791.5	61630	60760.75	59369.5	58925.25	58997.5	58990	58271.25	55204.25	51952.5	47241.25	44024.5
2016-04-09	41956.25	40670.75	40714	41048.5	41505.75	43154	46022.25	49881.5	52732.25	54327.75	54862.25	53393.5	51088.75	49318.5	48757.25	48950.25	49011	50067	50290.5	49655.25	47984.75	46565	43080.25	40683.5
2016-04-10	38776.75	37556.75	37456.25	37694.5	37669.25	38057	40345.5	44383.75	47668.25	49621.25	50649	49617.75	47614	46003.25	45481.75	45612.75	46106.5	47710	48595.5	49379.5	48111.75	46899.5	42952	39959.75
2016-04-11	38339.5	37558.5	37943.75	39604.5	43298	50962	55820.75	58435	59371.5	60363.75	61662.75	60617.75	60128	58764.5	57833.25	55834	55973	56170.5	55951.5	56635.25	54525	50432.75	46394.75	43422
2016-04-12	41556.25	40627	41112	42600.75	46226.5	54113.25	59442	62231.25	62860	63604.25	64086.25	63814	62872.5	61757.25	60848.25	59747.25	59332	59112	59007.5	58681	56005	52094.5	47349.25	44487.25
2016-04-13	42782	41819.75	42271.25	43798.25	47147	54457.75	59347.25	62114.25	62474.75	63451.75	64496.25	63960.25	63024.5	61315.25	60965	59635.5	58927	58942.25	58967.25	58408.5	56286.75	52420.75	47424.25	44471.75
2016-04-14	42756.75	41770	42285.5	43531.5	46851	54298.75	59821	62431.5	62897	63922	64984.75	64377.75	63370.75	61807.25	60975.75	59549.25	58965.5	58612.5	58331	58212.5	55673	52181	47479.25	44119.5
2016-04-15	42443.75	41733.75	42327.75	43644.75	46764	53696.25	59078.5	61849	62318	63351.75	64134.25	63404.75	62105.75	60535	59823.5	58884.75	58875.75	58534	58249.25	56697.5	53981.25	50616	46191.5	42818.5
2016-04-16	40924.75	39865	39881.75	40122.5	40811.25	42130.25	44981.75	49037	51966.5	53195.75	54200.25	53425.75	51522.5	49801.5	49194.25	48911.25	49547.25	50183.5	50176	49446.5	48055.25	46246.75	42529.75	38912.75
2016-04-17	37107.75	36052.5	36106.25	36549.75	36794.5	37282.25	38550.5	41924.5	44972.75	47122.25	49314.25	48538.75	46531.25	45252.5	44523.75	44222.5	45152.25	46696.75	47226	47702.75	47191.25	46210.5	42546.75	40397.25
2016-04-18	38963	38359	38970.25	40865	44902.25	52942.75	58440.75	61469	61950.25	63052.5	64474.25	62971	62533.25	61147	60384.25	58292	58249.5	58186.25	58234.25	57633.25	55719.75	51212.75	46957.25	44210.25
2016-04-19	42445.25	41665.5	42228.25	43503.5	46908.5	54152.5	57812	59281.75	59743	60972	62566	61562.5	60507	59285	58482.5	57410.75	57133.25	57206	57254.25	56159.25	54057	50447.5	45691.25	43016.5
2016-04-20	41263.75	40421	41001.75	42439.75	45539.25	51782.25	57146	59918.5	60637	61764.5	63183.75	62554.5	61563	59744.75	59069.25	58308.25	58061.25	58104	57967	56589	54562	50889.25	46097	44455.75
2016-04-21	42674	41740.5	42215.25	43543	46894.75	53347.5	59083.5	63044.25	63864	64865.75	65687	65189	64364.25	63092.75	62334	61205.75	60781.25	60413	60600.25	59025.5	56766	53514.75	48563.75	45081.5
2016-04-22	43270.25	42407.25	42786.25	44158.25	47540.25	54610.5	60348.75	63299.25	64054.5	65175.5	65526	64450	62872.75	61363	60515.5	59187.5	58745.75	58695.75	58664.5	57109.5	55001	51909.5	47301.75	43727.25
